datetime [CET],snow height [cm],air temperature [°C],relative humidity [%]
2014-08-01 03:30:00,-3.9,9.2,83.8
2014-08-01 03:40:00,-4.6,9.4,83.4
2014-08-01 03:50:00,-5.3,9.2,84.8
2014-08-01 04:10:00,-4.2,8.9,89.2
2014-08-01 04:20:00,-4.2,8.6,94.2
2014-08-01 04:30:00,-4.1,8.6,95.3
2014-08-01 04:40:00,-3.9,8.6,95.4
2014-08-01 04:50:00,-4.0,8.7,95.4
2014-08-01 05:10:00,-3.9,8.8,95.4
2014-08-01 05:30:00,-4.1,9.1,95.4
2014-08-01 06:00:00,-4.2,9.4,91.1
2014-08-01 06:10:00,-4.3,9.2,92.2
2014-08-01 06:20:00,-4.3,9.1,93.5
2014-08-01 06:50:00,-4.7,10.0,83.1
2014-08-01 07:00:00,-4.9,10.5,82.2
2014-08-01 07:10:00,-4.8,10.6,83.1
2014-08-01 07:20:00,-4.5,11.7,77.2
2014-08-01 07:30:00,-4.4,12.0,72.8
2014-08-01 07:40:00,-4.8,11.8,75.0
2014-08-01 07:50:00,-4.6,11.0,79.5
2014-08-01 08:00:00,-3.4,10.9,80.8
2014-08-01 08:10:00,-1.8,11.1,80.8
2014-08-01 08:30:00,0.30000000000000004,11.5,79.5
2014-08-01 08:40:00,-0.5,11.4,82.1
2014-08-01 08:50:00,-1.3,11.5,81.2
2014-08-01 09:00:00,-2.2,12.0,75.8
2014-08-01 09:10:00,-2.0,11.5,80.4
2014-08-01 09:20:00,-0.2,11.0,81.1
2014-08-01 09:40:00,-0.7000000000000001,11.0,81.7
2014-08-01 09:50:00,-1.6,11.0,84.2
2014-08-01 10:00:00,-2.6,11.3,82.8
2014-08-01 10:10:00,-3.1,11.2,82.5
2014-08-01 10:20:00,-1.8,11.3,81.8
2014-08-01 10:30:00,-0.5,11.4,82.7
2014-08-01 10:50:00,-1.7000000000000002,11.6,79.7
2014-08-01 11:00:00,-2.7,11.8,75.2
2014-08-01 11:10:00,-3.1,12.7,69.8
2014-08-01 11:20:00,-3.2,11.9,76.8
2014-08-01 11:30:00,-3.9,12.1,73.5
2014-08-01 11:40:00,-3.9,12.0,74.1
2014-08-01 12:40:00,-4.8,12.7,72.3
2014-08-01 12:50:00,-4.8,12.7,72.0
2014-08-01 13:10:00,-4.5,13.2,69.2
2014-08-01 13:40:00,-3.6,13.8,66.3
2014-08-01 13:50:00,-4.0,13.5,66.1
2014-08-01 14:00:00,-4.8,13.3,68.8
2014-08-01 14:20:00,-5.4,13.4,67.2
2014-08-01 14:30:00,-4.9,13.7,66.0
2014-08-01 14:40:00,-4.1,13.3,67.4
2014-08-01 14:50:00,-3.5,13.3,66.2
2014-08-01 15:00:00,-3.4,13.4,72.0
2014-08-01 15:10:00,-3.7,13.4,72.7
2014-08-01 15:20:00,-3.5,13.9,68.3
2014-08-01 15:30:00,-2.8,13.1,72.3
2014-08-01 15:40:00,-2.2,13.0,74.1
2014-08-01 15:50:00,-3.4,12.7,73.7
2014-08-01 16:00:00,-3.5,12.8,72.9
2014-08-01 16:20:00,-3.5,12.7,66.8
2014-08-01 16:30:00,-3.2,12.0,72.1
2014-08-01 16:40:00,-4.1,10.7,84.8
2014-08-01 17:00:00,-3.5,10.4,79.0
2014-08-01 17:10:00,-3.1,10.7,75.5
2014-08-01 17:20:00,-3.4,10.3,90.9
2014-08-01 17:30:00,-3.6,10.2,76.4
2014-08-01 17:50:00,-3.7,10.7,60.0
2014-08-01 18:10:00,-4.8,10.5,63.0
2014-08-01 18:20:00,-4.6,10.3,72.6
2014-08-01 18:30:00,-3.8,9.7,78.2
2014-08-01 18:40:00,-3.0,9.1,82.9
2014-08-01 19:00:00,-3.8,8.9,83.1
2014-08-01 19:10:00,-3.0,8.7,84.9
2014-08-01 19:20:00,-2.6,8.6,82.7
2014-08-01 19:40:00,-1.3,9.5,73.1
2014-08-01 19:50:00,-0.9,10.0,67.8
2014-08-01 20:00:00,-1.0,10.5,67.5
2014-08-01 20:20:00,-1.4,10.4,65.1
2014-08-01 20:30:00,-1.5,10.4,64.3
2014-08-01 20:40:00,-1.6,10.4,63.8
2014-08-01 20:50:00,-1.6,9.8,67.8
2014-08-01 21:00:00,-1.8,9.8,69.6
2014-08-01 21:10:00,-2.1,9.4,73.2
2014-08-01 21:20:00,-2.3,9.1,76.3
2014-08-01 21:30:00,-3.0,8.9,77.1
2014-08-01 21:40:00,-3.2,9.0,75.4
2014-08-01 21:50:00,-3.0,9.4,72.2
2014-08-01 22:00:00,-3.2,9.4,72.1
2014-08-01 22:10:00,-3.7,9.5,70.7
2014-08-01 22:20:00,-4.5,9.5,70.4
2014-08-01 22:30:00,-4.4,9.5,68.0
2014-08-01 22:40:00,-4.0,9.9,64.6
2014-08-01 22:50:00,-4.3,10.1,63.1
2014-08-01 23:00:00,-3.7,10.3,62.0
2014-08-01 23:10:00,-3.7,10.3,62.3
2014-08-01 23:20:00,-3.9,9.7,67.2
2014-08-01 23:30:00,-3.5,8.9,75.9
2014-08-01 23:50:00,-3.9,10.2,63.0
2014-08-02 00:10:00,-4.0,9.0,78.6
2014-08-02 00:20:00,-3.9,8.8,82.3
2014-08-02 00:30:00,-4.2,8.9,82.4
2014-08-02 00:40:00,-3.5,9.2,79.9
2014-08-02 00:50:00,-3.2,8.8,84.1
2014-08-02 01:00:00,-4.2,8.6,87.0
2014-08-02 01:20:00,-3.8,8.7,86.1
2014-08-02 01:30:00,-4.3,8.5,87.9
2014-08-02 01:40:00,-4.7,8.5,89.3
2014-08-02 01:50:00,-4.6,8.5,87.3
2014-08-02 02:00:00,-4.9,8.6,85.6
2014-08-02 02:20:00,-3.8,8.1,92.1
2014-08-02 02:40:00,-3.4,8.5,90.7
2014-08-02 02:50:00,-3.4,8.1,94.9
2014-08-02 03:10:00,-3.7,8.3,95.3
2014-08-02 03:20:00,-3.6,8.2,95.4
2014-08-02 03:30:00,-3.9,8.2,95.4
2014-08-02 03:40:00,-3.8,8.0,95.4
2014-08-02 03:50:00,-4.3,8.0,95.3
2014-08-02 04:00:00,-4.8,8.0,95.4
2014-08-02 04:20:00,-4.5,7.9,95.3
2014-08-02 04:30:00,-4.0,8.1,95.4
2014-08-02 04:40:00,-4.2,8.2,94.7
2014-08-02 05:00:00,-3.7,8.5,91.6
2014-08-02 05:10:00,-3.6,8.2,95.2
2014-08-02 05:20:00,-4.3,8.1,95.3
2014-08-02 05:30:00,-4.5,8.1,95.4
2014-08-02 05:40:00,-4.2,8.6,92.5
2014-08-02 05:50:00,-4.0,8.6,92.7
2014-08-02 06:00:00,-3.8,8.4,94.8
2014-08-02 06:10:00,-3.4,8.2,95.2
2014-08-02 06:20:00,-3.3,8.3,93.4
2014-08-02 06:30:00,-4.1,8.4,91.3
2014-08-02 06:50:00,-4.3,8.6,86.2
2014-08-02 07:00:00,-4.4,8.7,85.2
2014-08-02 07:10:00,-4.2,9.0,85.7
2014-08-02 07:20:00,-4.0,9.6,83.0
2014-08-02 07:30:00,-3.4,9.8,82.2
2014-08-02 07:40:00,-3.5,9.8,83.2
2014-08-02 07:50:00,-4.2,10.7,77.6
2014-08-02 08:00:00,-4.6,9.9,84.6
2014-08-02 08:10:00,-5.3,9.9,86.2
2014-08-02 08:30:00,-3.6,10.1,89.2
2014-08-02 08:40:00,-2.3,10.1,88.5
2014-08-02 08:50:00,-2.5,9.7,91.1
2014-08-02 09:00:00,-1.9,9.9,90.5
2014-08-02 09:10:00,-1.3,9.9,89.0
2014-08-02 09:20:00,0.2,9.5,89.5
2014-08-02 09:30:00,1.7000000000000002,10.0,88.7
2014-08-02 09:40:00,3.4,10.4,85.9
2014-08-02 09:50:00,5.0,10.0,89.2
2014-08-02 10:00:00,6.6,9.8,88.7
2014-08-02 10:10:00,8.4,10.2,85.0
2014-08-02 10:20:00,10.2,10.1,83.8
2014-08-02 10:30:00,11.7,10.4,83.1
2014-08-02 10:40:00,13.3,10.7,80.9
2014-08-02 10:50:00,14.6,11.1,79.9
2014-08-02 11:00:00,16.3,11.5,79.8
2014-08-02 11:10:00,17.5,12.2,73.1
2014-08-02 11:20:00,18.3,12.3,70.5
2014-08-02 11:30:00,19.1,12.3,67.4
2014-08-02 11:40:00,19.8,12.9,68.6
2014-08-02 11:50:00,20.7,12.5,67.4
2014-08-02 12:00:00,22.0,12.5,71.4
2014-08-02 12:10:00,23.5,11.9,69.5
2014-08-02 12:20:00,25.2,12.7,64.9
2014-08-02 12:30:00,26.3,13.0,65.6
2014-08-02 12:40:00,27.9,12.9,68.5
2014-08-02 12:50:00,29.3,13.2,70.3
2014-08-02 13:00:00,30.5,12.7,73.0
2014-08-02 13:10:00,32.1,12.4,71.6
2014-08-02 13:20:00,33.3,12.2,72.8
2014-08-02 13:30:00,33.1,12.7,71.1
2014-08-02 13:40:00,33.2,12.5,68.0
2014-08-02 13:50:00,34.3,13.1,70.7
2014-08-02 14:00:00,35.4,12.6,75.2
2014-08-02 14:10:00,35.6,12.4,72.0
2014-08-02 14:20:00,35.2,11.4,85.1
2014-08-02 14:30:00,34.6,11.5,82.0
2014-08-02 14:40:00,34.0,11.4,77.6
2014-08-02 14:50:00,33.3,10.5,87.8
2014-08-02 15:00:00,32.6,10.2,82.5
2014-08-02 15:20:00,31.0,10.8,80.1
2014-08-02 15:30:00,30.0,11.0,76.5
2014-08-02 15:40:00,28.9,11.3,74.4
2014-08-02 15:50:00,28.0,11.6,73.3
2014-08-02 16:00:00,27.1,11.6,74.9
2014-08-02 16:10:00,26.0,11.4,77.7
2014-08-02 16:20:00,25.1,12.1,73.8
2014-08-02 16:30:00,24.1,11.5,82.5
2014-08-02 16:40:00,23.2,10.8,87.7
2014-08-02 16:50:00,22.2,10.7,89.7
2014-08-02 17:00:00,21.2,10.8,86.4
2014-08-02 17:10:00,20.2,10.4,92.9
2014-08-02 17:20:00,19.2,8.3,93.7
2014-08-02 17:30:00,18.3,8.3,85.9
2014-08-02 17:40:00,17.3,9.2,77.4
2014-08-02 17:50:00,16.3,9.5,78.0
2014-08-02 18:00:00,15.3,9.8,81.7
2014-08-02 18:10:00,14.2,10.0,81.4
2014-08-02 18:20:00,13.3,10.3,81.6
2014-08-02 18:30:00,12.2,10.3,86.1
2014-08-02 18:40:00,11.2,9.8,92.2
2014-08-02 18:50:00,10.3,9.7,88.3
2014-08-02 19:00:00,9.2,9.4,93.8
2014-08-02 19:10:00,8.3,9.6,90.3
2014-08-02 19:20:00,7.3,9.7,92.0
2014-08-02 19:30:00,6.3,9.6,92.7
2014-08-02 19:40:00,5.2,9.2,95.1
2014-08-02 19:50:00,4.2,9.8,89.4
2014-08-02 20:10:00,2.2,9.9,84.9
2014-08-02 20:20:00,1.2,9.3,91.5
2014-08-02 20:30:00,0.2,9.3,89.8
2014-08-02 20:50:00,-1.8,8.8,93.4
2014-08-02 21:00:00,-2.6,8.9,90.6
2014-08-02 21:10:00,-2.8,8.9,92.6
2014-08-02 21:20:00,-2.9,8.9,91.7
2014-08-02 21:40:00,-3.2,8.8,92.2
2014-08-02 21:50:00,-3.2,8.7,88.4
2014-08-02 22:10:00,-3.5,8.9,85.3
2014-08-02 22:20:00,-4.1,8.9,84.1
2014-08-02 22:30:00,-4.0,8.7,84.3
2014-08-02 22:40:00,-3.1,8.5,86.5
2014-08-02 22:50:00,-3.0,8.1,90.0
2014-08-02 23:00:00,-3.6,8.0,93.6
2014-08-02 23:10:00,-3.6,8.5,93.6
2014-08-02 23:20:00,-3.4,9.1,90.4
2014-08-02 23:30:00,-4.1,9.0,92.0
2014-08-02 23:40:00,-4.5,9.2,87.1
2014-08-02 23:50:00,-4.6,9.5,76.4
2014-08-03 00:00:00,-4.0,9.6,74.8
2014-08-03 00:10:00,-4.1,9.3,79.7
2014-08-03 00:30:00,-4.8,8.4,95.2
2014-08-03 00:40:00,-4.3,8.2,95.3
2014-08-03 00:50:00,-4.4,8.2,95.3
2014-08-03 01:00:00,-4.7,8.3,93.5
2014-08-03 01:10:00,-4.7,8.4,93.5
2014-08-03 01:20:00,-4.8,8.1,95.3
2014-08-03 01:30:00,-5.2,7.9,95.4
2014-08-03 01:40:00,-5.3,7.8,95.4
2014-08-03 01:50:00,-5.0,7.8,95.4
2014-08-03 02:00:00,-4.6,7.9,95.4
2014-08-03 02:20:00,-4.9,7.7,95.3
2014-08-03 02:30:00,-4.9,7.6,95.4
2014-08-03 02:40:00,-4.7,7.6,95.4
2014-08-03 02:50:00,-4.7,7.6,95.4
2014-08-03 03:00:00,-4.7,7.8,95.4
2014-08-03 03:10:00,-4.8,7.7,95.4
2014-08-03 03:20:00,-5.0,7.7,95.4
2014-08-03 03:30:00,-4.3,7.6,95.4
2014-08-03 03:50:00,-4.7,7.5,95.4
2014-08-03 04:00:00,-3.2,7.9,95.4
2014-08-03 04:10:00,-1.5,7.8,95.4
2014-08-03 04:20:00,-1.7000000000000002,7.8,95.4
2014-08-03 04:30:00,-2.2,7.6,95.3
2014-08-03 04:40:00,-2.9,7.6,95.4
2014-08-03 04:50:00,-3.7,7.4,95.4
2014-08-03 05:00:00,-3.1,7.2,95.3
2014-08-03 05:10:00,-2.3,7.3,95.3
2014-08-03 05:20:00,,7.4,
2014-08-03 05:30:00,0.1,7.7,91.3
2014-08-03 05:40:00,1.6,7.5,94.4
2014-08-03 05:50:00,3.2,7.2,95.3
2014-08-03 06:00:00,3.6,7.1,95.4
2014-08-03 06:10:00,2.6,7.0,95.3
2014-08-03 06:20:00,1.9,6.9,95.3
2014-08-03 06:30:00,3.0,7.3,95.3
2014-08-03 06:40:00,3.9,7.7,93.2
2014-08-03 06:50:00,5.4,7.9,89.9
2014-08-03 07:00:00,6.1,7.7,95.3
2014-08-03 07:10:00,5.0,7.6,95.4
2014-08-03 07:20:00,4.2,7.5,95.4
2014-08-03 07:30:00,3.3,7.7,95.4
2014-08-03 07:40:00,2.3,7.8,95.0
2014-08-03 07:50:00,1.3,8.1,92.7
2014-08-03 08:00:00,0.2,8.1,92.9
2014-08-03 08:10:00,-0.8,8.0,94.4
2014-08-03 08:20:00,-1.8,8.1,92.9
2014-08-03 08:30:00,-2.6,8.6,85.4
2014-08-03 08:40:00,-2.7,9.2,84.0
2014-08-03 09:00:00,-1.5,9.9,76.4
2014-08-03 09:10:00,0.2,9.8,79.2
2014-08-03 09:30:00,3.9,9.6,84.9
2014-08-03 09:40:00,5.9,9.7,75.1
2014-08-03 09:50:00,7.9,9.9,73.6
2014-08-03 10:10:00,11.6,9.8,75.2
2014-08-03 10:20:00,13.4,10.1,73.1
2014-08-03 10:30:00,15.3,10.2,80.6
2014-08-03 10:40:00,16.9,10.0,85.9
2014-08-03 10:50:00,18.9,10.2,84.7
2014-08-03 11:00:00,19.0,10.0,83.1
2014-08-03 11:10:00,18.4,10.4,77.5
2014-08-03 11:20:00,19.8,10.9,64.2
2014-08-03 11:30:00,21.0,11.0,69.9
2014-08-03 11:40:00,21.9,11.3,62.1
2014-08-03 11:50:00,23.2,12.2,60.8
2014-08-03 12:00:00,24.3,12.2,59.3
2014-08-03 12:10:00,25.2,12.2,62.8
2014-08-03 12:20:00,26.2,12.3,60.1
2014-08-03 12:30:00,26.7,12.0,62.6
2014-08-03 12:40:00,25.8,12.3,60.6
2014-08-03 12:50:00,25.0,11.9,69.2
2014-08-03 13:00:00,24.1,11.7,69.8
2014-08-03 13:10:00,23.2,12.5,61.2
2014-08-03 13:20:00,22.3,12.9,63.4
2014-08-03 13:30:00,21.3,12.5,75.7
2014-08-03 13:40:00,20.3,12.1,74.1
2014-08-03 14:00:00,18.4,12.4,65.6
2014-08-03 14:10:00,17.4,13.1,62.1
2014-08-03 14:20:00,16.6,12.3,69.5
2014-08-03 14:30:00,15.7,11.5,74.7
2014-08-03 14:40:00,14.6,11.3,72.7
2014-08-03 15:10:00,11.7,10.3,71.9
2014-08-03 15:20:00,10.8,10.2,72.3
2014-08-03 15:30:00,9.8,9.7,80.2
2014-08-03 15:40:00,8.8,9.2,88.6
2014-08-03 15:50:00,7.9,8.6,84.6
2014-08-03 16:00:00,7.2,7.9,86.4
2014-08-03 16:10:00,6.3,7.1,91.1
2014-08-03 16:20:00,5.3,6.6,94.2
2014-08-03 16:30:00,4.3,6.6,95.2
2014-08-03 16:40:00,3.3,7.0,93.7
2014-08-03 16:50:00,2.3,7.2,94.0
2014-08-03 17:00:00,1.3,7.4,87.5
2014-08-03 17:10:00,0.30000000000000004,7.6,83.8
2014-08-03 17:20:00,-0.7000000000000001,7.8,82.4
2014-08-03 17:30:00,-1.6,8.2,79.4
2014-08-03 17:40:00,-2.1,8.4,75.9
2014-08-03 17:50:00,-2.7,8.8,77.4
2014-08-03 18:00:00,-2.4,9.3,76.6
2014-08-03 18:10:00,-0.8,8.7,86.4
2014-08-03 18:20:00,0.7000000000000001,8.9,87.4
2014-08-03 18:30:00,2.1,9.4,87.1
2014-08-03 19:00:00,4.1,10.5,67.9
2014-08-03 19:10:00,3.3,10.4,68.9
2014-08-03 19:20:00,2.3,10.1,70.3
2014-08-03 19:30:00,1.4,9.4,79.9
2014-08-03 19:50:00,-0.6000000000000001,9.8,71.4
2014-08-03 20:00:00,-1.6,9.6,83.8
2014-08-03 20:10:00,-2.6,8.6,89.0
2014-08-03 20:20:00,-3.4,8.3,86.7
2014-08-03 20:30:00,-4.1,8.4,85.7
2014-08-03 20:40:00,-3.9,8.1,88.6
2014-08-03 20:50:00,-4.0,8.0,89.2
2014-08-03 21:10:00,-4.0,7.2,94.6
2014-08-03 21:20:00,-3.9,7.6,86.9
2014-08-03 21:30:00,-3.9,8.2,76.9
2014-08-03 21:40:00,-4.0,8.1,82.9
2014-08-03 21:50:00,-4.3,8.0,76.9
2014-08-03 22:00:00,-4.0,8.1,77.9
2014-08-03 22:10:00,-4.3,7.8,81.5
2014-08-03 22:20:00,-4.7,7.8,83.7
2014-08-03 22:30:00,-4.2,7.7,83.5
2014-08-03 22:40:00,-3.2,7.7,81.9
2014-08-03 22:50:00,-3.2,7.6,84.0
2014-08-03 23:00:00,-3.7,7.3,87.8
2014-08-03 23:10:00,-3.8,7.5,84.1
2014-08-03 23:20:00,-3.9,7.9,81.7
2014-08-03 23:30:00,-4.1,7.9,82.2
2014-08-03 23:40:00,-4.2,7.8,83.2
2014-08-03 23:50:00,-4.4,7.8,83.6
2014-08-04 00:00:00,-4.2,7.7,85.2
2014-08-04 00:10:00,-4.1,7.6,86.1
2014-08-04 00:30:00,-3.9,7.5,88.3
2014-08-04 00:40:00,-3.7,7.5,86.6
2014-08-04 00:50:00,-3.3,7.5,85.7
2014-08-04 01:00:00,-3.3,7.7,83.5
2014-08-04 01:10:00,-3.7,7.6,86.2
2014-08-04 01:20:00,-3.5,7.2,90.0
2014-08-04 01:30:00,-3.6,7.3,90.3
2014-08-04 01:40:00,-3.9,7.6,85.9
2014-08-04 01:50:00,-3.7,7.5,86.4
2014-08-04 02:00:00,-3.6,7.6,87.9
2014-08-04 02:10:00,-3.4,7.5,88.3
2014-08-04 02:20:00,-3.3,7.4,90.9
2014-08-04 02:30:00,-3.2,7.5,91.6
2014-08-04 02:40:00,-3.4,7.5,91.0
2014-08-04 02:50:00,-3.9,7.4,91.0
2014-08-04 03:00:00,-4.3,7.5,91.6
2014-08-04 03:40:00,-4.2,7.4,89.5
2014-08-04 04:00:00,-4.7,7.6,86.3
2014-08-04 04:10:00,-4.7,7.7,86.3
2014-08-04 04:20:00,-4.5,7.7,87.3
2014-08-04 04:30:00,-4.5,7.6,86.2
2014-08-04 04:40:00,-5.0,7.6,86.1
2014-08-04 04:50:00,-5.3,7.5,86.5
2014-08-04 05:00:00,-4.9,7.3,86.2
2014-08-04 05:10:00,-5.0,7.4,84.5
2014-08-04 05:20:00,-5.2,7.5,84.6
2014-08-04 05:30:00,-4.8,7.6,82.0
2014-08-04 05:40:00,-4.8,7.9,80.0
2014-08-04 05:50:00,-4.7,7.8,81.1
2014-08-04 06:00:00,-4.3,7.9,79.0
2014-08-04 06:10:00,-4.7,8.0,77.2
2014-08-04 06:20:00,-5.0,8.1,76.9
2014-08-04 06:30:00,-5.0,8.1,77.2
2014-08-04 06:40:00,-5.3,7.9,79.9
2014-08-04 06:50:00,-6.4,8.1,77.0
2014-08-04 07:10:00,-7.0,8.5,76.8
2014-08-04 07:20:00,-7.1,8.4,74.7
2014-08-04 07:30:00,-6.5,8.7,76.6
2014-08-04 07:40:00,-5.5,9.8,72.3
2014-08-04 07:50:00,-5.6,10.3,71.4
2014-08-04 08:10:00,-3.2,9.6,70.5
2014-08-04 08:20:00,-2.3,9.4,72.5
2014-08-04 08:30:00,-0.7000000000000001,9.8,71.8
2014-08-04 08:40:00,1.0,10.3,80.6
2014-08-04 08:50:00,2.6,10.2,82.4
2014-08-04 09:10:00,4.1,10.4,73.4
2014-08-04 09:20:00,5.4,10.4,73.8
2014-08-04 09:30:00,7.2,11.2,68.1
2014-08-04 09:40:00,8.5,11.1,67.4
2014-08-04 09:50:00,9.8,11.3,66.1
2014-08-04 10:00:00,10.9,11.7,68.3
2014-08-04 10:10:00,12.6,11.4,67.6
2014-08-04 10:20:00,14.5,11.5,68.1
2014-08-04 10:30:00,16.1,11.9,80.2
2014-08-04 10:40:00,17.9,11.7,71.3
2014-08-04 10:50:00,19.8,11.4,70.4
2014-08-04 11:00:00,21.8,11.5,70.0
2014-08-04 11:10:00,23.6,10.9,71.8
2014-08-04 11:20:00,25.1,11.2,70.9
2014-08-04 11:30:00,26.7,11.0,70.4
2014-08-04 11:40:00,28.3,11.1,67.2
2014-08-04 11:50:00,29.8,11.5,67.3
2014-08-04 12:00:00,31.9,11.9,64.2
2014-08-04 12:10:00,34.0,11.8,64.5
2014-08-04 12:20:00,35.6,12.0,65.6
2014-08-04 12:30:00,37.2,12.0,64.5
2014-08-04 12:40:00,38.7,12.0,67.6
2014-08-04 12:50:00,40.3,11.9,72.2
2014-08-04 13:00:00,41.8,11.8,70.6
2014-08-04 13:10:00,43.8,11.8,69.6
2014-08-04 13:20:00,45.4,12.2,68.5
2014-08-04 13:30:00,47.1,12.5,65.8
2014-08-04 13:50:00,50.7,12.7,66.5
2014-08-04 14:00:00,52.4,12.3,67.8
2014-08-04 14:10:00,53.9,12.4,68.0
2014-08-04 14:20:00,55.0,12.2,73.1
2014-08-04 14:30:00,56.9,12.2,70.9
2014-08-04 14:40:00,58.5,12.2,70.6
2014-08-04 14:50:00,60.4,12.1,72.9
2014-08-04 15:00:00,62.3,12.0,72.7
2014-08-04 15:10:00,64.3,12.3,70.4
2014-08-04 15:20:00,65.9,12.9,65.1
2014-08-04 15:30:00,67.1,12.8,64.9
2014-08-04 15:40:00,68.4,12.7,64.4
2014-08-04 16:00:00,67.0,14.1,59.2
2014-08-04 16:10:00,66.4,13.7,62.0
2014-08-04 16:20:00,65.7,13.6,60.7
2014-08-04 16:30:00,65.3,14.3,62.7
2014-08-04 16:40:00,64.5,13.0,65.6
2014-08-04 16:50:00,63.9,12.9,68.5
2014-08-04 17:00:00,63.4,12.4,71.2
2014-08-04 17:10:00,62.4,12.4,72.2
2014-08-04 17:20:00,61.7,12.6,71.1
2014-08-04 17:30:00,60.7,12.7,70.2
2014-08-04 17:40:00,59.7,12.4,70.6
2014-08-04 17:50:00,58.8,12.4,71.8
2014-08-04 18:00:00,57.9,11.9,78.0
2014-08-04 18:10:00,54.3,11.8,80.2
2014-08-04 18:20:00,56.1,11.7,81.5
2014-08-04 18:30:00,55.4,11.5,83.3
2014-08-04 18:50:00,53.5,11.2,85.8
2014-08-04 19:00:00,52.6,10.9,89.1
2014-08-04 19:10:00,51.7,10.7,90.0
2014-08-04 19:20:00,50.8,10.9,89.5
2014-08-04 19:40:00,48.9,10.6,93.9
2014-08-04 19:50:00,47.9,10.4,94.7
2014-08-04 20:00:00,47.0,10.2,95.3
2014-08-04 20:10:00,46.1,10.0,95.4
2014-08-04 20:20:00,45.1,10.0,95.4
2014-08-04 20:30:00,44.2,10.0,95.4
2014-08-04 20:40:00,43.2,10.1,95.4
2014-08-04 20:50:00,42.4,10.0,95.4
2014-08-04 21:00:00,41.8,9.8,90.5
2014-08-04 21:10:00,41.3,9.9,73.6
2014-08-04 21:20:00,40.7,9.9,84.5
2014-08-04 21:30:00,39.7,8.2,94.0
2014-08-04 21:40:00,38.9,7.3,94.1
2014-08-04 21:50:00,37.9,7.5,85.4
2014-08-04 22:00:00,36.9,7.5,89.0
2014-08-04 22:10:00,35.9,7.0,94.8
2014-08-04 22:20:00,34.9,6.8,94.9
2014-08-04 22:30:00,34.3,6.9,91.5
2014-08-04 22:40:00,33.8,6.6,93.4
2014-08-04 23:00:00,32.7,6.5,95.3
2014-08-04 23:10:00,32.8,6.4,95.3
2014-08-04 23:30:00,31.0,6.9,89.6
2014-08-04 23:40:00,30.8,7.4,84.4
2014-08-04 23:50:00,30.5,7.4,85.1
2014-08-05 00:00:00,30.0,7.3,85.9
2014-08-05 00:10:00,30.4,7.2,87.2
2014-08-05 00:20:00,30.0,7.3,84.8
2014-08-05 00:40:00,28.4,7.5,81.3
2014-08-05 00:50:00,27.6,7.6,81.8
2014-08-05 01:00:00,26.7,7.5,84.0
2014-08-05 01:10:00,25.8,7.4,84.3
2014-08-05 01:30:00,23.8,7.9,78.2
2014-08-05 01:40:00,22.8,7.7,82.6
2014-08-05 01:50:00,21.8,8.1,77.6
2014-08-05 02:10:00,19.8,7.5,84.8
2014-08-05 02:30:00,17.9,7.6,84.6
2014-08-05 02:40:00,17.2,6.8,94.8
2014-08-05 02:50:00,16.5,6.7,95.3
2014-08-05 03:00:00,15.8,6.8,90.7
2014-08-05 03:10:00,14.8,6.7,94.3
2014-08-05 03:20:00,13.8,6.5,95.3
2014-08-05 03:30:00,12.8,6.4,95.3
2014-08-05 03:40:00,11.7,6.5,95.1
2014-08-05 03:50:00,10.8,6.2,95.3
2014-08-05 04:00:00,9.9,6.2,95.3
2014-08-05 04:10:00,8.9,6.2,95.3
2014-08-05 04:20:00,8.0,6.2,95.3
2014-08-05 04:30:00,7.1,6.1,95.3
2014-08-05 04:50:00,6.3,6.2,95.3
2014-08-05 05:00:00,7.5,6.0,95.3
2014-08-05 05:10:00,8.9,5.8,95.3
2014-08-05 05:20:00,10.3,5.9,95.3
2014-08-05 05:30:00,9.6,5.8,95.3
2014-08-05 05:40:00,8.6,5.7,95.3
2014-08-05 05:50:00,7.6,5.8,95.3
2014-08-05 06:00:00,6.6,5.5,95.3
2014-08-05 06:10:00,5.6,5.5,95.3
2014-08-05 06:20:00,4.6,5.5,95.3
2014-08-05 06:30:00,3.6,5.6,95.3
2014-08-05 06:40:00,2.5,5.5,95.3
2014-08-05 06:50:00,1.6,5.4,95.3
2014-08-05 07:00:00,1.1,5.4,95.3
2014-08-05 07:10:00,2.0,5.4,95.3
2014-08-05 07:20:00,3.4,5.5,95.3
2014-08-05 07:30:00,4.8,5.5,95.3
2014-08-05 07:40:00,6.0,5.3,95.3
2014-08-05 07:50:00,7.3,5.2,95.3
2014-08-05 08:00:00,8.8,5.4,95.3
2014-08-05 08:10:00,10.2,5.6,95.3
2014-08-05 08:20:00,11.0,5.7,93.7
2014-08-05 08:30:00,12.5,6.0,89.5
2014-08-05 08:40:00,13.4,6.1,90.2
2014-08-05 08:50:00,14.9,6.0,92.5
2014-08-05 09:00:00,16.1,6.0,92.3
2014-08-05 09:20:00,18.3,6.6,84.7
2014-08-05 09:30:00,17.7,6.7,85.6
2014-08-05 09:40:00,17.2,6.6,82.3
2014-08-05 09:50:00,16.7,6.7,80.2
2014-08-05 10:20:00,14.5,7.5,74.5
2014-08-05 10:30:00,14.0,7.4,80.4
2014-08-05 10:40:00,13.2,7.4,76.7
2014-08-05 10:50:00,12.7,7.4,74.5
2014-08-05 11:00:00,11.9,7.7,75.1
